Unnamed: 0,name,cik,state,issuers,cussip,shares,shares_type
15937,First American Bank,1291422,IL,Glaxosmithkline,377372AL1,3585000.0,PRN
16027,First American Bank,1291422,IL,Merck,58933Y105,120649.0,SH
16028,First American Bank,1291422,IL,Merck,58933Y105,450.0,SH
16060,First American Bank,1291422,IL,Pfizer,717081103,169892.0,SH
16061,First American Bank,1291422,IL,Pfizer,717081103,685.0,SH
19623,Neumann Advisory Hong Kong Ltd,1727862,K3,Sinovac,P8696W104,315586.0,SH
47571,RIVERBRIDGE PARTNERS LLC,1112325,MN,Roche,771195104,637340.0,SH
84590,"SCOUT INVESTMENTS, INC.",1161927,MO,Novartis,66987V109,137912.0,SH
84624,"SCOUT INVESTMENTS, INC.",1161927,MO,Roche,771195104,84999.0,SH
196950,"Pacer Advisors, Inc.",1616667,PA,Merck,588056101,17489.0,SH
197021,"Pacer Advisors, Inc.",1616667,PA,Pfizer,716382106,1620.0,SH
223856,REGENTS OF THE UNIVERSITY OF CALIFORNIA,315054,CA,Merck,949746101,18106.0,SH
223861,REGENTS OF THE UNIVERSITY OF CALIFORNIA,315054,CA,Pfizer,00206R102,21688.0,SH
261492,Calamos Advisors LLC,1316507,IL,Merck,58733RAD4,27500000.0,PRN
261569,Calamos Advisors LLC,1316507,IL,Pfizer,717071104,26419.0,SH
279629,"Fisher Asset Management, LLC",850529,WA,Astrazeneca,04537N103,10000.0,SH
279827,"Fisher Asset Management, LLC",850529,WA,Glaxosmithkline,37637Q105,599884.0,SH
280024,"Fisher Asset Management, LLC",850529,WA,Merck,58733R102,212553.0,SH
280064,"Fisher Asset Management, LLC",850529,WA,Novartis,66765N105,177476.0,SH
280113,"Fisher Asset Management, LLC",850529,WA,Pfizer,71654V408,37892571.0,SH
280168,"Fisher Asset Management, LLC",850529,WA,Roche,767204100,11140243.0,SH
280199,"Fisher Asset Management, LLC",850529,WA,Sanofi,796050AAT,51389.0,SH
349627,KORNITZER CAPITAL MANAGEMENT INC /KS,898358,KS,Astrazeneca,039483102,240615.0,SH
349634,KORNITZER CAPITAL MANAGEMENT INC /KS,898358,KS,Bayer,05988J103,180795.0,SH
349877,KORNITZER CAPITAL MANAGEMENT INC /KS,898358,KS,Merck,579780206,3150.0,SH
349883,KORNITZER CAPITAL MANAGEMENT INC /KS,898358,KS,Moderna,595112103,194905.0,SH
349921,KORNITZER CAPITAL MANAGEMENT INC /KS,898358,KS,Pfizer,70450Y103,28710.0,SH
349943,KORNITZER CAPITAL MANAGEMENT INC /KS,898358,KS,Roche,76171L106,32766.0,SH
349950,KORNITZER CAPITAL MANAGEMENT INC /KS,898358,KS,Sanofi,761152107,9356.0,SH
357872,BlackRock Inc.,1364742,NY,Astrazeneca,046224101,2825.0,SH
357873,BlackRock Inc.,1364742,NY,Astrazeneca,046224101,32457.0,SH
357874,BlackRock Inc.,1364742,NY,Astrazeneca,046224101,2059.0,SH
357875,BlackRock Inc.,1364742,NY,Astrazeneca,046353108,304177.0,SH
357876,BlackRock Inc.,1364742,NY,Astrazeneca,046353108,4804175.0,SH
371074,BlackRock Inc.,1364742,NY,Glaxosmithkline,377322102,62359.0,SH
379925,BlackRock Inc.,1364742,NY,Merck,58844R108,6416.0,SH
379926,BlackRock Inc.,1364742,NY,Merck,58844R108,22363.0,SH
379927,BlackRock Inc.,1364742,NY,Merck,58844R108,1889.0,SH
379928,BlackRock Inc.,1364742,NY,Merck,58933Y105,7230018.0,SH
379929,BlackRock Inc.,1364742,NY,Merck,58933Y105,1242697.0,SH
379930,BlackRock Inc.,1364742,NY,Merck,58933Y105,2516967.0,SH
379931,BlackRock Inc.,1364742,NY,Merck,58933Y105,147664.0,SH
379932,BlackRock Inc.,1364742,NY,Merck,58933Y105,279268.0,SH
379933,BlackRock Inc.,1364742,NY,Merck,58933Y105,9044379.0,SH
379934,BlackRock Inc.,1364742,NY,Merck,58933Y105,5819139.0,SH
379935,BlackRock Inc.,1364742,NY,Merck,58933Y105,73978.0,SH
379936,BlackRock Inc.,1364742,NY,Merck,58933Y105,67745495.0,SH
379937,BlackRock Inc.,1364742,NY,Merck,58933Y105,62974508.0,SH
379938,BlackRock Inc.,1364742,NY,Merck,58933Y105,2025326.0,SH
379939,BlackRock Inc.,1364742,NY,Merck,58933Y105,2830881.0,SH
379940,BlackRock Inc.,1364742,NY,Merck,58933Y105,13719421.0,SH
379941,BlackRock Inc.,1364742,NY,Merck,58933Y105,520101.0,SH
379942,BlackRock Inc.,1364742,NY,Merck,58933Y105,495873.0,SH
379943,BlackRock Inc.,1364742,NY,Merck,58933Y105,10968811.0,SH
379944,BlackRock Inc.,1364742,NY,Merck,58933Y105,2823952.0,SH
379945,BlackRock Inc.,1364742,NY,Merck,58933Y105,196114.0,SH
380618,BlackRock Inc.,1364742,NY,Moderna,607525102,3026.0,SH
380619,BlackRock Inc.,1364742,NY,Moderna,607525102,6487.0,SH
380620,BlackRock Inc.,1364742,NY,Moderna,607525102,3361.0,SH
380621,BlackRock Inc.,1364742,NY,Moderna,60770K107,419729.0,SH
380622,BlackRock Inc.,1364742,NY,Moderna,60770K107,4086.0,SH
380623,BlackRock Inc.,1364742,NY,Moderna,60770K107,116412.0,SH
380624,BlackRock Inc.,1364742,NY,Moderna,60770K107,102221.0,SH
380625,BlackRock Inc.,1364742,NY,Moderna,60770K107,5799066.0,SH
