Unnamed: 0,name,cik,state,issuers,cussip,shares,shares_type
10334,Neumann Advisory Hong Kong Ltd,1727862,K3,Sinovac,P8696W104,315586.0,SH
22369,BERKSHIRE ASSET MANAGEMENT LLC/PA,949012,PA,Merck,g5960l103,81221.0,SH
22385,BERKSHIRE ASSET MANAGEMENT LLC/PA,949012,PA,Pfizer,713448108,18709.0,SH
23351,"SCOUT INVESTMENTS, INC.",1161927,MO,Novartis,G66721104,770952.0,SH
23388,"SCOUT INVESTMENTS, INC.",1161927,MO,Roche,770323103,204262.0,SH
49602,"Pacer Advisors, Inc.",1616667,PA,Astrazeneca,04621X108,6560.0,SH
49634,"Pacer Advisors, Inc.",1616667,PA,Bayer,071813109,58089.0,SH
49948,"Pacer Advisors, Inc.",1616667,PA,Glaxosmithkline,375558103,299346.0,SH
50160,"Pacer Advisors, Inc.",1616667,PA,Merck,588056101,36712.0,SH
50231,"Pacer Advisors, Inc.",1616667,PA,Novartis,668074305,18606.0,SH
50302,"Pacer Advisors, Inc.",1616667,PA,Pfizer,71654V101,5278.0,SH
50366,"Pacer Advisors, Inc.",1616667,PA,Roche,770323103,30999.0,SH
50391,"Pacer Advisors, Inc.",1616667,PA,Sanofi,801056102,16389.0,SH
60144,RIVERBRIDGE PARTNERS LLC,1112325,MN,Roche,767744105,3720107.0,SH
212860,Calamos Advisors LLC,1316507,IL,Merck,58733RAD4,25000000.0,PRN
212942,Calamos Advisors LLC,1316507,IL,Pfizer,71654V901,363100.0,SH
253839,RHUMBLINE ADVISERS,1115418,MA,Merck,58844R108,16784.0,SH
253886,RHUMBLINE ADVISERS,1115418,MA,Moderna,607525102,38731.0,SH
254186,RHUMBLINE ADVISERS,1115418,MA,Pfizer,717071104,37295.0,SH
373687,"Fisher Asset Management, LLC",850529,WA,Astrazeneca,04537N103,10000.0,SH
373913,"Fisher Asset Management, LLC",850529,WA,Glaxosmithkline,37637Q105,669488.0,SH
374101,"Fisher Asset Management, LLC",850529,WA,Merck,58733R102,1556.0,SH
374143,"Fisher Asset Management, LLC",850529,WA,Novartis,66765N105,187666.0,SH
374192,"Fisher Asset Management, LLC",850529,WA,Pfizer,71654V408,38822835.0,SH
374245,"Fisher Asset Management, LLC",850529,WA,Roche,767204100,10894565.0,SH
374279,"Fisher Asset Management, LLC",850529,WA,Sanofi,80007R105,42719.0,SH
380584,DIAMOND HILL CAPITAL MANAGEMENT INC,1217541,OH,Glaxosmithkline,375558103,2065523.0,SH
380620,DIAMOND HILL CAPITAL MANAGEMENT INC,1217541,OH,Novartis,655044105,259370.0,SH
380627,DIAMOND HILL CAPITAL MANAGEMENT INC,1217541,OH,Pfizer,G97822103,796176.0,SH
455031,CALIFORNIA PUBLIC EMPLOYEES RETIREMENT SYSTEM,919079,CA,Merck,M51363113,111664.0,SH
455078,CALIFORNIA PUBLIC EMPLOYEES RETIREMENT SYSTEM,919079,CA,Moderna,60740F105,100826.0,SH
455419,CALIFORNIA PUBLIC EMPLOYEES RETIREMENT SYSTEM,919079,CA,Pfizer,715347100,293183.0,SH
455767,CALIFORNIA PUBLIC EMPLOYEES RETIREMENT SYSTEM,919079,CA,Sinovac,829073105,105373.0,SH
458192,RENAISSANCE GROUP LLC,944234,KY,Novartis,654624105,306691.0,SH
540298,KORNITZER CAPITAL MANAGEMENT INC /KS,898358,KS,Astrazeneca,G6095L109,285140.0,SH
540307,KORNITZER CAPITAL MANAGEMENT INC /KS,898358,KS,Bayer,05508R106,601425.0,SH
540560,KORNITZER CAPITAL MANAGEMENT INC /KS,898358,KS,Merck,57667T100,43900.0,SH
540608,KORNITZER CAPITAL MANAGEMENT INC /KS,898358,KS,Pfizer,70438V106,70658.0,SH
540629,KORNITZER CAPITAL MANAGEMENT INC /KS,898358,KS,Roche,75606N109,392208.0,SH
544352,"LETKO, BROSSEAU & ASSOCIATES INC",1297496,A8,Glaxosmithkline,31428X106,2649.0,SH
544366,"LETKO, BROSSEAU & ASSOCIATES INC",1297496,A8,Merck,458140100,1910037.0,SH
544374,"LETKO, BROSSEAU & ASSOCIATES INC",1297496,A8,Pfizer,607409109,44775.0,SH
615312,LSV ASSET MANAGEMENT,1050470,IL,Astrazeneca,042735100,1827045.0,SH
615586,LSV ASSET MANAGEMENT,1050470,IL,Glaxosmithkline,371532102,306800.0,SH
615760,LSV ASSET MANAGEMENT,1050470,IL,Merck,580589109,2400.0,SH
615875,LSV ASSET MANAGEMENT,1050470,IL,Pfizer,712704105,29841.0,SH
615951,LSV ASSET MANAGEMENT,1050470,IL,Sanofi,783859101,11300.0,SH
626901,BAILLIE GIFFORD & CO,1088875,X0,Moderna,592688105,2268.0,SH
626902,BAILLIE GIFFORD & CO,1088875,X0,Moderna,592688105,48002.0,SH
626903,BAILLIE GIFFORD & CO,1088875,X0,Moderna,594918104,770060.0,SH
626904,BAILLIE GIFFORD & CO,1088875,X0,Moderna,594918104,2739286.0,SH
647548,Bank of New York Mellon Corp,1390777,NY,Astrazeneca,G0585R106,195252.0,SH
647549,Bank of New York Mellon Corp,1390777,NY,Astrazeneca,G0585R106,10183.0,SH
